id,waiting_time,ride_time
1,0.7374821166666667,3.1666666666666665
4610,1.0524519,3.25
10302,1.20588235,3.0833333333333335
2003,1.1256378166666667,3.25
2004,0.08397115,3.25
13996,2.048155733333333,3.25
4611,0.50300135,6.633333333333334
6178,4.1008772,3.3833333333333333
6181,0.28718035,3.3833333333333333
10781,2.8757272166666668,3.466666666666667
10783,0.7249409166666666,3.466666666666667
2873,5.1971544666666665,3.5166666666666666
2874,3.881365,3.5166666666666666
2876,1.3631515,3.5166666666666666
7871,4.1757165,4.166666666666667
7872,3.6706659999999998,4.166666666666667
7875,2.180542733333333,4.166666666666667
13212,1.07971015,9.466666666666667
13997,0.5096942,6.383333333333334
13995,3.6875,6.483333333333333
14512,3.2368420999999996,3.2333333333333334
6877,0.9346941999999999,3.566666666666667
10,5.679997833333333,3.1666666666666665
13,4.366106766666666,3.1666666666666665
14,3.938756333333333,3.1666666666666665
17,2.6323619333333337,3.1666666666666665
20,1.3146403333333334,3.1666666666666665
2005,0.28909935,9.216666666666667
3567,8.25896035,4.066666666666666
3574,2.4854582333333335,4.066666666666666
3575,1.6451220999999998,4.066666666666666
10779,5.073529416666667,8.066666666666666
11563,8.145957333333333,4.6
11569,4.953662633333334,4.6
11570,4.416028216666667,4.6
11571,3.8783938,4.6
7877,1.1575181333333333,8.066666666666666
7878,0.6524676333333334,8.066666666666666
9609,5.107555483333333,3.9
9613,0.11781093333333333,3.9
4609,1.6111111166666667,13.25
6179,2.818825916666667,10.0
6180,1.5530031333333334,10.0
6874,5.699038466666667,6.616666666666666
6875,4.136538466666667,6.616666666666666
6876,2.5740384666666665,6.616666666666666
7399,10.333333333333334,3.5
7400,8.515151516666666,3.5
7402,4.489386616666667,3.5
7403,2.4485702833333334,3.5
3568,7.4525087333333335,7.3
3573,3.3119045166666665,7.3
3576,0.8254499666666667,7.3
3577,0.4967143333333333,7.716666666666667
4614,10.225773033333333,4.633333333333334
4625,4.1095316,4.633333333333334
4626,3.55397605,4.633333333333334
4627,3.0134355166666666,4.633333333333334
4632,0.2227931,4.633333333333334
10780,3.9746283166666667,12.233333333333333
11572,3.34363445,8.766666666666667
13217,7.5327440333333335,4.166666666666667
13221,3.1729733833333333,4.166666666666667
6873,7.2375,9.916666666666666
7868,5.673453983333333,11.85
7879,0.14995506666666666,11.85
9611,2.6681683,7.683333333333334
10305,7.60251535,3.783333333333333
4612,0.9474458,15.866666666666667
4613,0.39189025,15.866666666666667
7401,6.341238466666667,6.7
7404,0.4485702833333333,6.7
2013,1.1154242833333332,7.666666666666667
2878,9.642509433333334,3.6666666666666665
2877,0.09732871666666668,14.716666666666667
3570,5.812723783333333,11.2
3572,4.13157665,11.2
6189,1.9358498333333332,3.9
4616,9.129808583333332,8.016666666666667
4618,8.015386283333333,8.016666666666667
4621,6.335235366666667,8.016666666666667
4629,1.8834559499999999,8.016666666666667
10782,1.8118974333333333,16.1
11562,8.672273116666666,12.633333333333333
11564,7.611197983333333,12.633333333333333
11565,7.07065745,12.633333333333333
11566,6.530116916666667,12.633333333333333
11567,5.995357566666667,12.633333333333333
11573,2.81171955,12.633333333333333
11575,1.7614962833333334,12.633333333333333
11577,0.7115624166666666,12.633333333333333
13213,12.053239566666667,8.033333333333333
13214,10.903814283333332,8.033333333333333
13219,5.346886416666666,8.033333333333333
13220,4.2599299,8.033333333333333
13222,2.0366097499999998,8.033333333333333
14000,8.583158166666667,3.8666666666666667
14001,7.020658166666666,3.8666666666666667
14002,5.4333565833333335,3.8666666666666667
46,0.021975733333333334,3.1666666666666665
10787,8.956551133333333,4.2
10789,6.770693516666666,4.2
10793,2.2862396833333336,4.2
7900,1.1570646666666666,4.966666666666667
24,1.3161915166666667,12.683333333333334
2016,0.01190195,9.25
4617,8.564836833333334,11.216666666666667
4622,5.788787283333334,11.216666666666667
4630,1.3247967333333333,11.216666666666667
2875,2.6618527999999997,18.5
3566,9.1136612,14.983333333333333
6186,5.8024523666666665,7.683333333333334
6188,3.2691831666666666,7.683333333333334
6878,11.573112283333334,3.783333333333333
5,7.85034555,15.016666666666667
6,7.417445116666667,15.016666666666667
8,6.55537615,15.016666666666667
19,1.7551689666666666,15.016666666666667
21,0.88360585,15.016666666666667
2882,4.55648275,7.85
3579,9.182590033333334,4.183333333333334
3583,5.874615033333333,4.183333333333334
9614,9.751988149999999,3.6666666666666665
9615,8.547168866666668,3.6666666666666665
9618,4.707569883333333,3.6666666666666665
30,6.973737600000001,6.216666666666667
35,4.8033602166666665,6.216666666666667
38,3.5023807833333334,6.216666666666667
39,3.067598166666667,6.216666666666667
2017,7.031509799999999,3.05
7873,3.173153566666667,19.2
10307,4.0310867833333335,11.133333333333333
10784,12.315137,7.35
10786,10.067662250000001,7.35
10791,4.5601415,7.35
11581,12.122433449999999,3.15
11584,10.557149616666667,3.15
11589,7.916482033333334,3.15
11592,6.328798000000001,3.15
11593,5.799697466666667,3.15
11568,5.47722285,16.733333333333334
11574,2.2962556333333333,16.733333333333334
11576,1.2406629500000002,16.733333333333334
11578,0.17964751666666665,16.733333333333334
13216,8.64385515,12.133333333333333
13998,11.988641566666667,7.966666666666667
14003,3.6789706166666667,7.966666666666667
14513,12.739016016666666,4.1
14515,0.6066630833333334,4.1
7885,8.674001016666667,8.016666666666667
7886,8.176488583333333,8.016666666666667
11561,9.193106449999998,17.183333333333334
13215,9.780218783333334,12.583333333333334
13218,6.433842933333334,12.583333333333334
13223,0.9496532333333333,12.583333333333334
13999,10.17045975,8.416666666666666
14004,1.9548326833333334,8.416666666666666
14005,0.31548841666666666,8.416666666666666
14514,6.856663083333333,4.55
14681,6.45,0.45
4615,9.682294766666667,14.366666666666667
4619,7.447204466666666,14.366666666666667
4624,4.662017783333334,14.366666666666667
4628,2.4452537000000003,14.366666666666667
4631,0.77834865,14.366666666666667
7406,9.143259316666667,3.15
7408,4.8416866999999995,3.15
3571,4.9862775,18.233333333333334
4633,0.10782135,14.166666666666666
6182,10.805145716666667,10.933333333333334
6187,4.503751066666666,10.933333333333334
6881,6.532088383333333,7.033333333333333
6882,4.713906566666666,7.033333333333333
6883,2.9281922833333334,7.033333333333333
3,8.706880533333333,18.583333333333332
4,8.277695983333334,18.583333333333332
16,3.0728905666666666,18.583333333333332
18,2.19376545,18.583333333333332
23,0.012042733333333333,18.583333333333332
2008,6.159092599999999,15.416666666666666
2881,5.8385340333333335,11.416666666666666
2884,2.1755303833333333,11.416666666666666
2885,0.8597409166666666,11.416666666666666
3578,10.030047666666666,7.75
3585,4.20690605,7.75
3588,1.7610000166666666,7.75
3590,0.03686208333333333,7.75
25,0.8851570333333334,17.283333333333335
2015,1.0428297833333333,13.85
4635,9.418975733333333,4.6
4636,8.860316516666668,4.6
4640,6.6560415,4.6
4646,3.3059127333333334,4.6
4647,2.740940983333333,4.6
4651,0.5212426666666666,4.6
9621,0.9369611333333334,7.233333333333333
29,7.414266233333334,9.466666666666667
2019,5.089762233333333,6.3
2022,2.0977145833333335,6.3
2023,1.06678675,6.3
2887,7.485409433333333,3.25
2888,6.28059015,3.25
