id,arr_time,board_from
2853,21:16:44.990797,2
2854,21:17:44.396738,2
2855,21:18:45.002799,2
2856,21:19:44.408740,2
2857,21:20:45.014801,2
2858,21:21:43.267228,2
2859,21:22:42.673169,2
2860,21:23:41.496698,2
2861,21:24:41.496698,2
2862,21:25:43.996698,2
2863,21:26:41.689006,2
2864,21:27:41.094947,2
2865,21:28:38.787255,2
2866,21:29:36.479563,2
2867,21:30:38.979563,2
3553,21:20:06.267394,3
3554,21:21:17.695965,3
3555,21:22:34.619042,3
3556,21:23:48.693116,3
3557,21:25:02.767190,3
3558,21:26:17.767190,3
3559,21:27:31.841264,3
3560,21:28:43.269835,3
3561,21:30:01.191913,3
4596,21:23:15.297127,4
4597,21:24:04.477455,4
4598,21:24:55.759506,4
4599,21:25:44.939834,4
4600,21:26:33.720322,4
4601,21:27:24.567780,4
4602,21:28:16.291918,4
4603,21:29:05.072406,4
4604,21:29:54.252734,4
4605,21:30:45.976872,4
6161,21:26:17.468184,5
6162,21:26:51.559093,5
6163,21:27:25.457398,5
6164,21:27:57.889830,5
6165,21:28:31.980739,5
6166,21:29:05.500292,5
6167,21:29:38.649463,5
6168,21:30:11.982796,5
6862,21:29:14.513071,6
6863,21:30:30.462438,6
7848,22:11:35.238095,9
