id,arr_time,board_from
2037,21:45:03.351320,1
2038,21:45:28.992346,1
2039,21:45:54.743419,1
2040,21:46:21.292092,1
2041,21:46:47.840765,1
2042,21:47:14.156554,1
2043,21:47:40.705227,1
2044,21:48:07.136945,1
2045,21:48:33.223902,1
2046,21:48:58.974975,1
2047,21:49:24.837044,1
2048,21:49:51.503711,1
2049,21:50:17.144737,1
2050,21:50:43.345610,1
2051,21:51:09.661399,1
2052,21:51:35.748356,1
2053,21:52:02.415023,1
2054,21:52:28.963696,1
2055,21:52:55.164569,1
2056,21:53:21.831236,1
2057,21:53:47.918193,1
2058,21:54:14.466866,1
2059,21:54:40.667739,1
2060,21:55:06.754696,1
2061,21:55:33.421363,1
2062,21:55:59.172436,1
2063,21:56:25.146462,1
2064,21:56:51.462251,1
2065,21:57:17.436277,1
2066,21:57:43.637150,1
2067,21:58:09.838023,1
2068,21:58:35.700092,1
2069,21:59:01.232007,1
2070,21:59:26.983080,1
2071,21:59:53.298869,1
2072,22:00:18.939895,1
2963,21:50:02.356897,2
2964,21:51:02.962958,2
2965,21:52:01.786487,2
2966,21:53:01.786487,2
2967,21:54:00.038914,2
2968,21:54:57.731222,2
2969,21:55:56.554751,2
2970,21:56:57.779241,2
2971,21:57:57.779241,2
2972,21:58:56.031668,2
2973,21:59:59.189563,2
2974,22:00:59.189563,2
3687,21:54:09.083182,3
3688,21:55:27.005260,3
3689,21:56:38.433831,3
3690,21:57:50.722988,3
3691,21:59:03.012145,3
3692,22:00:13.600380,3
4772,21:58:01.788341,4
4773,21:58:51.375118,4
4774,21:59:40.555446,4
4775,22:00:29.735774,4
