id,waiting_time,ride_time,avg_waiting
4606,0.3263059,3.25,21.9954062572677
4607,0.76450815,3.16666666666667,
1,0.565217383333333,6.25,
13969,3.4704301,3.25,
6166,2.86904763333333,3.38333333333333,
6167,1.60322485,3.38333333333333,
6168,0.321173566666667,3.38333333333333,
10757,2.7244731,3.41666666666667,
2000,1.06758775,6.58333333333333,
2866,3.61842106666667,3.33333333333333,
2867,2.33636978333333,3.33333333333333,
2,0.12468875,9.38333333333333,
7853,1.51131391666667,4.16666666666667,
13190,0.913043483333333,9.46666666666667,
13970,1.88312851666667,6.43333333333333,
13971,0.320628516666667,6.43333333333333,
14485,3.33333333333333,3.18333333333333,
4605,0.89127765,10.1166666666667,
6165,4.05952381666667,6.86666666666667,
6858,6.81515151666667,3.48333333333333,
6861,1.63538778333333,3.48333333333333,
4608,0.223967616666667,9.3,
2869,0.851801883333333,6.26666666666667,
3562,7.03323018333333,4.06666666666667,
3565,4.5663128,4.06666666666667,
11540,8.96236558333333,4.55,
11548,4.76738778333333,4.55,
11553,2.1682204,4.55,
4,8.25319183333333,4.66666666666667,
6,7.39112286666667,4.66666666666667,
18,2.16567398333333,4.66666666666667,
7843,6.50980391666667,7.88333333333333,
7845,5.50977891666667,7.88333333333333,
9585,6.1941392,3.71666666666667,
6862,0.4005393,6.13333333333333,
6859,4.9969697,7.18333333333333,
7377,10.0758503333333,3.7,
7381,2.17460586666667,3.7,
7382,0.322754016666667,3.7,
2865,4.93421053333333,10.5,
2868,1.10180188333333,10.5,
10759,0.562247766666667,12.0333333333333,
11541,8.44153225,8.61666666666667,
11544,6.8870168,8.61666666666667,
11555,1.12107128333333,8.61666666666667,
11557,0.06005585,8.61666666666667,
13198,4.14034298333333,4.06666666666667,
13201,0.852446666666667,4.06666666666667,
3571,0.4254915,7.76666666666667,
4609,10.1850787333333,4.63333333333333,
4613,7.98366781666667,4.63333333333333,
4614,7.43118163333333,4.63333333333333,
4618,5.2118247,4.63333333333333,
4619,4.64685295,4.63333333333333,
4622,2.9706329,4.63333333333333,
4623,2.40245108333333,4.63333333333333,
4624,1.85300053333333,4.63333333333333,
7850,3.0193283,11.6166666666667,
9583,8.72619048333333,7.45,
3,8.68609226666667,8.65,
10,5.64802885,8.65,
2004,8.6608596,3.98333333333333,
4604,1.45945946666667,17.0166666666667,
6860,3.30205445,10.3833333333333,
7378,8.18905788333333,6.9,
7379,6.18905788333333,6.9,
7380,4.06139831666667,6.9,
6170,9.34600168333333,3.85,
6173,5.5793825,3.85,
6174,4.37456321666667,3.85,
4611,9.0891801,8.16666666666667,
4612,8.52420835,8.16666666666667,
4617,5.77362245,8.16666666666667,
4620,4.0974024,8.16666666666667,
4621,3.53560465,8.16666666666667,
24,1.07504903333333,10.2333333333333,
25,0.638367816666667,10.2333333333333,
2878,0.440758766666667,3.75,
9,6.08471006666667,11.8,
2005,7.64045143333333,7.13333333333333,
2010,2.59621745,7.13333333333333,
10280,1.24561403333333,19.05,
10758,1.64920428333333,15.9666666666667,
11543,7.39983731666667,12.55,
11552,2.68104091666667,12.55,
11554,1.64190461666667,12.55,
13191,11.8877746666667,8,
13196,6.36696346666667,8,
13197,5.20417276666667,8,
13199,3.00397935,8,
13973,9.93290921666667,3.93333333333333,
13975,6.39280896666667,3.93333333333333,
7879,0.532947233333333,3.41666666666667,
7844,6.00729135,15.6333333333333,
7849,3.51193913333333,15.6333333333333,
9582,9.97619048333333,11.4666666666667,
10286,2.11478415,7.75,
10762,9.78342493333333,4.01666666666667,
7864,7.40493863333333,4.83333333333333,
7871,3.91683225,4.83333333333333,
3567,2.95986118333333,14.75,
3570,0.472949133333333,14.75,
6175,3.10874043333333,7.58333333333333,
6864,8.6829111,3.73333333333333,
6865,7.14444956666667,3.73333333333333,
6868,2.10784676666667,3.73333333333333,
32,6.075684,4.58333333333333,
23,1.50423358333333,13.3833333333333,
2873,6.55067743333333,6.9,
2875,4.16938756666667,6.9,
2876,2.97891138333333,6.9,
4610,9.63562818333333,11.4166666666667,
4616,6.32007053333333,11.4166666666667,
6178,0.691387483333333,6.78333333333333,
10755,4.95973783333333,19.7666666666667,
11545,6.36888208333333,16.35,
11549,4.24655445,16.35,
11551,3.19917563333333,16.35,
11556,0.589156383333333,16.35,
13972,11.5995758833333,7.73333333333333,
13974,8.17852325,7.73333333333333,
13976,4.80550738333333,7.73333333333333,
13977,3.11059213333333,7.73333333333333,
13978,1.32487785,7.73333333333333,
14487,6.8,3.8,
7,6.96008838333333,16.1166666666667,
2011,1.57580928333333,11.45,
3577,6.9013253,4.31666666666667,
10756,3.8233742,20.4,
11542,7.92339753333333,16.9833333333333,
11546,5.83978155,16.9833333333333,
11547,5.30214713333333,16.9833333333333,
11550,3.71463955,16.9833333333333,
13192,10.77666355,12.4333333333333,
13193,9.70139473333333,12.4333333333333,
13194,8.5650311,12.4333333333333,
13195,7.45391998333333,12.4333333333333,
13200,1.90507825,12.4333333333333,
14486,10.8,4.43333333333333,
14488,2.03809523333333,4.43333333333333,
14659,11.5642857166667,0.633333333333333,
7861,8.90008813333333,8.76666666666667,
7863,7.90998913333333,8.76666666666667,
7872,3.40662816666667,8.76666666666667,
7878,0.416280566666667,8.76666666666667,
7847,4.5020624,20.9666666666667,
7855,0.511213916666667,20.9666666666667,
9584,7.47619048333333,16.8,
10761,10.9328502166667,9.35,
10768,3.06260678333333,9.35,
11564,9.5192169,5.33333333333333,
11565,8.99565668333333,5.33333333333333,
11568,7.42172501666667,5.33333333333333,
11574,4.28242886666667,5.33333333333333,
11575,3.74479445,5.33333333333333,
4615,6.87562608333333,14.5666666666667,
4626,0.732332533333333,14.5666666666667,
26,0.2035852,16.5833333333333,
1999,2.03846153333333,25.1333333333333,
3563,6.18577255,18.55,
3566,3.7663128,18.55,
3569,1.29939541666667,18.55,
6176,1.82668915,11.3833333333333,
6863,10.2213726333333,7.53333333333333,
6866,5.3900636,7.53333333333333,
6867,3.80276201666667,7.53333333333333,
6869,0.545346766666667,7.53333333333333,
7383,10.7212388666667,3.8,
7387,2.98980086666667,3.8,
34,5.1984235,8.46666666666667,
42,1.69523061666667,8.46666666666667,
2013,9.53169165,3.88333333333333,
7873,2.90662816666667,12.55,
9592,9.35316221666667,7.71666666666667,
9595,5.53385216666667,7.71666666666667,
10289,9.18468371666667,3.78333333333333,
10290,7.51801705,3.78333333333333,
10292,3.8330948,3.78333333333333,
10293,2.10895686666667,3.78333333333333,
8,6.5176105,21.1,
11,5.21512841666667,21.1,
15,3.47578426666667,21.1,
20,1.28263305,21.1,
2003,9.70252626666667,16.4333333333333,
2006,6.63035041666667,16.4333333333333,
3573,10.1874573166667,9.3,
3578,6.05386766666667,9.3,
4638,6.63355203333333,4.98333333333333,
4646,2.16942311666667,4.98333333333333,
4649,0.520160233333333,4.98333333333333,
2872,7.80067743333333,13.15,
2002,0.2334541,27.0166666666667,
4625,1.30051435,17.6666666666667,
4627,0.182881983333333,17.6666666666667,
47,6.00615766666667,4.9,
2001,0.0471795833333333,28.7666666666667,
3560,8.72863248333333,22.1833333333333,
3561,7.86656351666667,22.1833333333333,
3564,5.37932093333333,22.1833333333333,
3568,2.14685305,22.1833333333333,
6169,10.5224722666667,15.0166666666667,
6171,8.11143378333333,15.0166666666667,
6172,6.86143378333333,15.0166666666667,
6177,0.510899683333333,15.0166666666667,
7384,8.83444641666667,7.43333333333333,
7385,6.9113695,7.43333333333333,
7386,4.95058518333333,7.43333333333333,
7388,1.17161905,7.43333333333333,
7811,11.4666666666667,3.63333333333333,
28,7.81694216666667,12.2833333333333,
2019,3.57486961666667,7.7,
2880,8.38921193333333,3.81666666666667,
2886,0.78551125,3.81666666666667,
7851,2.52913221666667,25.55,
9587,3.62961511666667,21.3833333333333,
10284,5.68735193333333,17.6666666666667,
10287,0.448117483333333,17.6666666666667,
10770,0.87622685,13.9333333333333,
11562,10.57187765,9.91666666666667,
11573,4.79524938333333,9.91666666666667,
13204,11.50748135,4.58333333333333,
13211,3.54371713333333,4.58333333333333,
2871,9.1164669,16.7,
6874,2.93891171666667,3.55,
6875,1.27224505,3.55,
46,6.44094028333333,8.53333333333333,
54,2.98114668333333,8.53333333333333,
2024,5.3603445,3.63333333333333,
7865,6.90988913333333,16.8166666666667,
7869,4.91464255,16.8166666666667,
7876,1.41130543333333,16.8166666666667,
10771,12.1457304,4.26666666666667,
