id,arr_time,board_from
2861,21:19:14.063199,2
2862,21:20:13.469140,2
2863,21:21:14.075201,2
2864,21:22:15.930871,2
2865,21:23:14.183298,2
2866,21:24:15.407788,2
2867,21:25:16.013849,2
2868,21:26:17.238339,2
2869,21:27:19.094009,2
2870,21:28:17.917538,2
2871,21:29:16.169965,2
2872,21:30:14.422392,2
3564,21:22:14.956310,3
3565,21:23:28.127042,3
3566,21:24:41.297774,3
3567,21:25:52.726345,3
3568,21:27:10.648423,3
3569,21:28:22.937580,3
3570,21:29:39.860657,3
3571,21:30:51.289228,3
4604,21:25:16.769616,4
4605,21:26:08.051667,4
4606,21:26:56.438764,4
4607,21:27:47.720815,4
4608,21:28:38.568273,4
4609,21:29:27.348761,4
4610,21:30:18.630812,4
6172,21:28:07.222156,5
6173,21:28:41.313065,5
6174,21:29:14.646398,5
6175,21:29:47.795569,5
6176,21:30:21.693874,5
7850,22:17:34.761905,9
14704,22:14:55.238095,18
