id,arr_time,board_from
2851,21:17:16.738360,2
2852,21:18:15.561889,2
2853,21:19:16.167950,2
2854,21:20:18.667950,2
2855,21:21:16.920377,2
2856,21:22:16.920377,2
2857,21:23:17.526438,2
2858,21:24:15.778865,2
2859,21:25:15.778865,2
2860,21:26:12.921722,2
2861,21:27:14.777392,2
2862,21:28:16.633062,2
2863,21:29:19.133062,2
2864,21:30:18.539003,2
3547,21:20:28.830771,3
3548,21:21:45.753848,3
3549,21:22:59.827922,3
3550,21:24:18.775290,3
3551,21:25:31.946022,3
3552,21:26:44.235179,3
3553,21:28:04.235179,3
3554,21:29:14.823414,3
3555,21:30:31.746491,3
4594,21:22:52.941029,4
4595,21:23:40.941029,4
4596,21:24:31.361197,4
4597,21:25:21.781365,4
4598,21:26:10.168462,4
4599,21:27:01.015920,4
4600,21:27:49.403017,4
4601,21:28:41.576930,4
4602,21:29:32.858981,4
4603,21:30:24.141032,4
6162,21:26:16.814011,5
6163,21:26:50.147344,5
6164,21:27:23.666897,5
6165,21:27:57.952611,5
6166,21:28:30.739496,5
6167,21:29:03.171928,5
6168,21:29:36.879793,5
6169,21:30:10.970702,5
6860,21:29:34.457861,6
6861,21:30:48.531935,6
