id,arr_time,board_from
2864,21:18:36.191548,2
2865,21:19:38.691548,2
2866,21:20:37.515077,2
2867,21:21:38.739567,2
2868,21:22:40.595237,2
2869,21:23:42.450907,2
2870,21:24:42.450907,2
2871,21:25:43.056968,2
2872,21:26:42.462909,2
2873,21:27:40.155217,2
2874,21:28:42.010887,2
2875,21:29:42.010887,2
2876,21:30:42.010887,2
3563,21:22:45.540113,3
3564,21:24:01.489480,3
3565,21:25:20.436848,3
3566,21:26:36.386215,3
3567,21:27:49.556947,3
3568,21:29:04.556947,3
3569,21:30:23.504315,3
4603,21:25:25.822902,4
4604,21:26:16.670360,4
4605,21:27:06.670360,4
4606,21:27:58.394498,4
4607,21:28:48.814666,4
4608,21:29:39.662124,4
4609,21:30:30.509582,4
6171,21:29:18.777865,5
6172,21:29:52.676170,5
6173,21:30:25.825341,5
