id,arr_time,board_from
2855,21:18:17.627261,2
2856,21:19:17.033202,2
2857,21:20:15.285629,2
2858,21:21:14.109158,2
2859,21:22:14.109158,2
2860,21:23:14.715219,2
2861,21:24:14.715219,2
2862,21:25:13.538748,2
2863,21:26:16.038748,2
2864,21:27:14.862277,2
2865,21:28:16.717947,2
2866,21:29:19.875842,2
2867,21:30:23.033737,2
3558,21:21:42.879709,3
3559,21:22:58.829076,3
3560,21:24:09.417311,3
3561,21:25:26.340388,3
3562,21:26:40.414462,3
3563,21:27:54.488536,3
3564,21:29:12.410614,3
3565,21:30:30.332692,3
4603,21:25:16.655781,4
4604,21:26:08.379919,4
4605,21:27:00.104057,4
4606,21:27:50.104057,4
4607,21:28:40.104057,4
4608,21:29:30.104057,4
4609,21:30:21.828195,4
6175,21:29:08.905502,5
6176,21:29:41.337934,5
6177,21:30:15.236239,5
