id,arr_time,board_from
2856,21:16:49.809390,2
2857,21:17:50.415451,2
2858,21:18:51.021512,2
2859,21:19:49.845041,2
2860,21:20:46.987898,2
2861,21:21:48.212388,2
2862,21:22:47.035917,2
2863,21:23:44.728225,2
2864,21:24:45.952715,2
2865,21:25:45.358656,2
2866,21:26:47.214326,2
2867,21:27:49.714326,2
2868,21:28:50.938816,2
2869,21:29:51.544877,2
2870,21:30:49.797304,2
3557,21:19:48.701171,3
3558,21:21:07.648539,3
3559,21:22:25.570617,3
3560,21:23:40.570617,3
3561,21:24:55.570617,3
3562,21:26:09.644691,3
3563,21:27:28.592059,3
3564,21:28:44.541426,3
3565,21:30:00.490793,3
4598,21:23:27.896829,4
4599,21:24:16.283926,4
4600,21:25:08.008064,4
4601,21:25:59.290115,4
4602,21:26:50.572166,4
4603,21:27:39.752494,4
4604,21:28:31.476632,4
4605,21:29:23.650545,4
4606,21:30:14.932596,4
6168,21:27:10.735339,5
6169,21:27:44.826248,5
6170,21:28:18.159581,5
6171,21:28:51.126614,5
6172,21:29:25.217523,5
6173,21:29:59.308432,5
6174,21:30:33.016297,5
6867,21:31:08.839110,6
