id,arr_time,board_from
1948,21:07:59.210673,1
1949,21:08:25.072742,1
1950,21:08:51.504460,1
1951,21:09:18.053133,1
1952,21:09:43.694159,1
1953,21:10:09.781116,1
1954,21:10:35.868073,1
1955,21:11:02.299791,1
1956,21:11:28.615580,1
1957,21:11:55.164253,1
1958,21:12:21.251210,1
1959,21:12:47.917877,1
1960,21:13:13.558903,1
1961,21:13:39.759776,1
1962,21:14:06.075565,1
1963,21:14:32.391354,1
1964,21:14:58.253423,1
1965,21:15:24.802096,1
1966,21:15:50.443122,1
1967,21:16:16.643995,1
1968,21:16:42.175910,1
1969,21:17:08.262867,1
1970,21:17:34.694585,1
1971,21:18:00.895458,1
1972,21:18:26.536484,1
1973,21:18:52.177510,1
1974,21:19:18.039579,1
1975,21:19:44.126536,1
1976,21:20:10.100562,1
1977,21:20:35.741588,1
1978,21:21:01.382614,1
1979,21:21:27.023640,1
1980,21:21:53.572313,1
1981,21:22:19.434382,1
1982,21:22:45.635255,1
1983,21:23:11.276281,1
1984,21:23:37.707999,1
1985,21:24:04.023788,1
1986,21:24:29.555703,1
1987,21:24:55.642660,1
1988,21:25:21.616686,1
1989,21:25:47.478755,1
1990,21:26:13.452781,1
1991,21:26:39.539738,1
1992,21:27:05.290811,1
1993,21:27:31.491684,1
1994,21:27:57.923402,1
1995,21:28:23.674475,1
1996,21:28:50.223148,1
1997,21:29:16.538937,1
1998,21:29:42.512963,1
1999,21:30:08.828752,1
6177,21:29:49.560065,5
6178,21:30:22.527098,5
