id,arr_time,board_from
2056,21:53:33.868897,1
2057,21:53:59.400812,1
2058,21:54:25.374838,1
2059,21:54:51.461795,1
2060,21:55:17.212868,1
2061,21:55:43.299825,1
2062,21:56:09.731543,1
2063,21:56:35.482616,1
2064,21:57:01.914334,1
2065,21:57:28.346052,1
2066,21:57:55.012719,1
2067,21:58:20.986745,1
2068,21:58:46.737818,1
2069,21:59:13.404485,1
2070,21:59:39.605358,1
2071,22:00:05.921147,1
4743,21:44:01.121060,4
4744,21:44:51.968518,4
4745,21:45:41.555295,4
4746,21:46:32.402753,4
4747,21:47:20.789850,4
4748,21:48:12.963763,4
4749,21:49:01.350860,4
4750,21:49:51.350860,4
4751,21:50:41.350860,4
4752,21:51:30.937637,4
4753,21:52:20.117965,4
4754,21:53:09.704742,4
4755,21:53:59.704742,4
4756,21:54:50.986793,4
4757,21:55:39.373890,4
4758,21:56:31.098028,4
4759,21:57:22.380079,4
4760,21:58:12.800247,4
4761,21:59:01.187344,4
4762,21:59:50.774121,4
4763,22:00:41.194289,4
6319,21:23:03.217810,5
6320,21:23:36.004695,5
6321,21:24:09.338028,5
6322,21:24:43.428937,5
6323,21:25:15.861369,5
6324,21:25:49.569234,5
6325,21:26:22.177930,5
6326,21:26:55.327101,5
6327,21:27:28.660434,5
6328,21:28:01.269130,5
6329,21:28:34.236163,5
6330,21:29:07.755716,5
6331,21:29:41.654021,5
6332,21:30:15.173574,5
6333,21:30:48.693127,5
6334,21:31:22.784036,5
6335,21:31:56.491901,5
6336,21:32:30.011454,5
6337,21:33:03.344787,5
6338,21:33:36.678120,5
6339,21:34:10.197673,5
6340,21:34:43.905538,5
6341,21:35:17.238871,5
6342,21:35:50.946736,5
6343,21:36:24.280069,5
6344,21:36:58.565783,5
6345,21:37:31.714954,5
6346,21:38:05.422819,5
6347,21:38:38.209704,5
6348,21:39:12.108009,5
6349,21:39:44.716705,5
6350,21:40:17.503590,5
6351,21:40:50.836923,5
6352,21:41:23.445619,5
6353,21:41:56.412652,5
6354,21:42:30.120517,5
6355,21:43:02.729213,5
6356,21:43:35.516098,5
6357,21:44:08.302983,5
6358,21:44:41.452154,5
6359,21:45:13.884586,5
6360,21:45:46.317018,5
6361,21:46:20.024883,5
6362,21:46:52.633579,5
6363,21:47:26.531884,5
6364,21:48:00.239749,5
6365,21:48:33.573082,5
6366,21:49:06.540115,5
6367,21:49:40.247980,5
6368,21:50:13.767533,5
6369,21:50:46.916704,5
6370,21:51:20.624569,5
6371,21:51:53.057001,5
6372,21:52:25.665697,5
6373,21:52:59.185250,5
6374,21:53:32.334421,5
6375,21:54:06.620135,5
6376,21:54:40.518440,5
6377,21:55:14.037993,5
6378,21:55:47.005026,5
6379,21:56:20.524579,5
6380,21:56:53.133275,5
6381,21:57:26.841140,5
6382,21:57:59.990311,5
6383,21:58:32.777196,5
6384,21:59:05.564081,5
6385,21:59:39.271946,5
6386,22:00:13.362855,5
7099,21:49:45.480862,6
7100,21:51:00.480862,6
7101,21:52:13.651594,6
7102,21:53:31.573672,6
7103,21:54:43.002243,6
7104,21:55:56.172975,6
7105,21:57:10.247049,6
7106,21:58:29.194417,6
7107,21:59:43.268491,6
7108,22:00:57.342565,6
