id,arr_time,board_from
2861,21:21:10.706993,2
2862,21:22:09.530522,2
2863,21:23:06.673379,2
2864,21:24:07.279440,2
2865,21:25:05.531867,2
2866,21:26:03.224175,2
2867,21:27:04.448665,2
2868,21:28:04.448665,2
2869,21:29:06.948665,2
2870,21:30:06.948665,2
3560,21:24:19.044610,3
3561,21:25:35.967687,3
3562,21:26:55.967687,3
3563,21:28:13.889765,3
3564,21:29:28.889765,3
3565,21:30:42.963839,3
4609,21:27:26.565826,4
4610,21:28:14.952923,4
4611,21:29:04.133251,4
4612,21:29:53.313579,4
4613,21:30:43.313579,4
