id,arr_time,board_from
2855,21:19:01.618537,2
2856,21:19:59.870964,2
2857,21:20:58.123391,2
2858,21:21:56.375818,2
2859,21:22:55.199347,2
2860,21:23:54.022876,2
2861,21:24:51.715184,2
2862,21:25:53.570854,2
2863,21:26:54.176915,2
2864,21:27:55.401405,2
2865,21:28:56.625895,2
2866,21:29:54.878322,2
2867,21:30:56.733992,2
3551,21:22:43.553088,3
3552,21:24:00.476165,3
3553,21:25:20.476165,3
3554,21:26:32.765322,3
3555,21:27:51.712690,3
3556,21:29:06.712690,3
3557,21:30:19.001847,3
4600,21:25:44.654534,4
4601,21:26:32.654534,4
4602,21:27:24.828447,4
4603,21:28:14.008775,4
4604,21:29:05.290826,4
4605,21:29:53.677923,4
4606,21:30:42.858251,4
6168,21:28:51.562755,5
6169,21:29:25.461060,5
6170,21:29:57.893492,5
6171,21:30:31.413045,5
