id,arr_time,board_from
1989,21:23:24.739588,1
1990,21:23:51.406255,1
1991,21:24:17.157328,1
1992,21:24:42.908401,1
1993,21:25:08.882427,1
1994,21:25:35.431100,1
1995,21:26:01.518057,1
1996,21:26:27.269130,1
1997,21:26:53.020203,1
1998,21:27:18.661229,1
1999,21:27:44.412302,1
2000,21:28:10.163375,1
2001,21:28:36.137401,1
2002,21:29:01.888474,1
2003,21:29:28.089347,1
2004,21:29:54.063373,1
2005,21:30:20.612046,1
2869,21:27:29.513678,2
2870,21:28:27.205986,2
2871,21:29:26.029515,2
2872,21:30:28.529515,2
