id,arr_time,board_from
1978,21:19:45.335377,1
1979,21:20:11.884050,1
1980,21:20:37.858076,1
1981,21:21:03.720145,1
1982,21:21:29.807102,1
1983,21:21:55.448128,1
1984,21:22:21.422154,1
1985,21:22:47.853872,1
1986,21:23:14.054745,1
1987,21:23:39.805818,1
1988,21:24:05.556891,1
1989,21:24:32.105564,1
1990,21:24:57.856637,1
1991,21:25:23.943594,1
1992,21:25:49.694667,1
1993,21:26:15.445740,1
1994,21:26:41.994413,1
1995,21:27:07.856482,1
1996,21:27:33.943439,1
1997,21:27:59.584465,1
1998,21:28:26.016183,1
1999,21:28:51.767256,1
2000,21:29:18.083045,1
2001,21:29:43.945114,1
2002,21:30:09.696187,1
2867,21:24:40.835786,2
2868,21:25:43.335786,2
2869,21:26:42.159315,2
2870,21:27:39.851623,2
2871,21:28:38.104050,2
2872,21:29:38.104050,2
2873,21:30:35.796358,2
3564,21:28:52.551684,3
3565,21:30:04.840841,3
7848,22:15:54.761904,9
