id,arr_time,board_from
2858,21:20:51.891231,2
2859,21:21:55.049126,2
2860,21:22:55.049126,2
2861,21:23:53.301553,2
2862,21:24:53.907614,2
2863,21:25:51.599922,2
2864,21:26:49.852349,2
2865,21:27:53.010244,2
2866,21:28:54.865914,2
2867,21:29:53.118341,2
2868,21:30:53.724402,2
3557,21:23:22.805248,3
3558,21:24:37.805248,3
3559,21:25:52.805248,3
3560,21:27:06.879322,3
3561,21:28:18.307893,3
3562,21:29:34.257260,3
3563,21:30:46.546417,3
4600,21:26:37.615926,4
4601,21:27:26.003023,4
4602,21:28:17.727161,4
4603,21:29:07.313938,4
4604,21:29:59.038076,4
4605,21:30:49.885534,4
6171,21:30:00.354640,5
7851,22:03:58.095237,9
