id,arr_time,board_from
2858,21:19:01.659320,2
2859,21:19:59.351628,2
2860,21:20:57.043936,2
2861,21:21:58.899606,2
2862,21:22:58.899606,2
2863,21:23:57.152033,2
2864,21:24:57.152033,2
2865,21:25:59.652033,2
2866,21:26:57.344341,2
2867,21:27:56.167870,2
2868,21:28:59.325765,2
2869,21:29:58.149294,2
2870,21:30:59.373784,2
3565,21:23:12.476397,3
3566,21:24:25.647129,3
3567,21:25:44.594497,3
3568,21:27:01.517574,3
3569,21:28:18.440651,3
3570,21:29:32.514725,3
3571,21:30:47.514725,3
4610,21:25:39.682331,4
4611,21:26:30.102499,4
4612,21:27:22.276412,4
4613,21:28:13.123870,4
4614,21:29:02.304198,4
4615,21:29:51.084686,4
4616,21:30:43.258599,4
6178,21:29:09.247235,5
6179,21:29:41.855931,5
6180,21:30:15.946840,5
