id,arr_time,board_from
2856,21:18:02.499471,2
2857,21:19:00.191779,2
2858,21:19:57.884087,2
2859,21:20:57.290028,2
2860,21:21:59.790028,2
2861,21:23:00.396089,2
2862,21:23:59.219618,2
2863,21:24:58.625559,2
2864,21:25:59.231620,2
2865,21:26:58.637561,2
2866,21:27:56.329869,2
2867,21:28:54.022177,2
2868,21:29:56.522177,2
2869,21:30:55.345706,2
3559,21:20:52.878012,3
3560,21:22:06.952086,3
3561,21:23:19.241243,3
3562,21:24:33.315317,3
3563,21:25:52.262685,3
3564,21:27:10.184763,3
3565,21:28:24.258837,3
3566,21:29:43.206205,3
3567,21:31:01.128283,3
4602,21:24:35.495659,4
4603,21:25:27.669572,4
4604,21:26:18.089740,4
4605,21:27:06.476837,4
4606,21:27:57.324295,4
4607,21:28:49.048433,4
4608,21:29:39.895891,4
4609,21:30:29.482668,4
6170,21:27:44.139928,5
6171,21:28:16.572360,5
6172,21:28:49.721531,5
6173,21:29:22.508416,5
6174,21:29:55.841749,5
6175,21:30:29.549614,5
6871,21:31:05.233825,6
7854,21:52:10.952382,9
