id,arr_time,board_from
2863,21:20:02.239050,2
2864,21:21:04.094720,2
2865,21:22:06.594720,2
2866,21:23:08.450390,2
2867,21:24:09.674880,2
2868,21:25:07.927307,2
2869,21:26:09.782977,2
2870,21:27:06.925834,2
2871,21:28:06.925834,2
2872,21:29:04.068691,2
2873,21:30:02.321118,2
3565,21:22:34.851447,3
3566,21:23:50.800814,3
3567,21:25:03.971546,3
3568,21:26:18.971546,3
3569,21:27:33.971546,3
3570,21:28:53.971546,3
3571,21:30:13.971546,3
4607,21:26:02.883320,4
4608,21:26:52.063648,4
4609,21:27:43.345699,4
4610,21:28:33.345699,4
4611,21:29:24.627750,4
4612,21:30:15.047918,4
6177,21:28:57.463542,5
6178,21:29:30.612713,5
6179,21:30:03.399598,5
14733,22:10:07.142858,18
