id,arr_time,board_from
2865,21:21:44.996803,2
2866,21:22:44.996803,2
2867,21:23:43.249230,2
2868,21:24:40.392087,2
2869,21:25:38.644514,2
2870,21:26:41.144514,2
2871,21:27:39.968043,2
2872,21:28:42.468043,2
2873,21:29:41.291572,2
2874,21:30:38.983880,2
3565,21:24:21.990307,3
3566,21:25:40.937675,3
3567,21:26:53.226832,3
3568,21:28:04.655403,3
3569,21:29:16.944560,3
3570,21:30:33.867637,3
4608,21:27:49.988763,4
4609,21:28:38.769251,4
4610,21:29:29.616709,4
4611,21:30:18.003806,4
7856,21:58:34.285715,9
