id,arr_time,board_from
1933,20:59:22.043242,1
1934,20:59:48.709909,1
1935,21:00:15.376576,1
1936,21:00:41.577449,1
1937,21:01:08.009167,1
1938,21:01:33.650193,1
1939,21:01:59.851066,1
1940,21:02:25.713135,1
1941,21:02:51.800092,1
1942,21:03:17.332007,1
1943,21:03:43.763725,1
1944,21:04:09.404751,1
1945,21:04:35.378777,1
1946,21:05:00.910692,1
1947,21:05:27.111565,1
1948,21:05:52.973634,1
1949,21:06:18.614660,1
1950,21:06:44.476729,1
1951,21:07:11.143396,1
1952,21:07:37.230353,1
1953,21:08:02.871379,1
1954,21:08:28.845405,1
1955,21:08:54.486431,1
1956,21:09:20.687304,1
1957,21:09:47.119022,1
1958,21:10:13.785689,1
1959,21:10:39.872646,1
1960,21:11:05.846672,1
1961,21:11:31.820698,1
1962,21:11:57.794724,1
1963,21:12:24.461391,1
1964,21:12:50.662264,1
1965,21:13:17.210937,1
1966,21:13:42.962010,1
1967,21:14:09.510683,1
1968,21:14:35.484709,1
1969,21:15:02.151376,1
1970,21:15:28.013445,1
1971,21:15:54.329234,1
1972,21:16:19.861149,1
1973,21:16:45.835175,1
1974,21:17:11.809201,1
1975,21:17:38.357874,1
1976,21:18:04.219943,1
1977,21:18:30.535732,1
1978,21:18:56.286805,1
1979,21:19:22.037878,1
1980,21:19:47.788951,1
1981,21:20:14.220669,1
1982,21:20:40.082738,1
1983,21:21:05.723764,1
1984,21:21:31.585833,1
1985,21:21:57.901622,1
1986,21:22:24.217411,1
1987,21:22:50.191437,1
1988,21:23:16.165463,1
1989,21:23:42.481252,1
1990,21:24:09.029925,1
1991,21:24:35.696592,1
1992,21:25:02.245265,1
1993,21:25:28.219291,1
1994,21:25:54.767964,1
1995,21:26:20.299879,1
1996,21:26:46.731597,1
1997,21:27:13.163315,1
1998,21:27:39.479104,1
1999,21:28:05.794893,1
2000,21:28:31.545966,1
2001,21:28:57.519992,1
2002,21:29:23.835781,1
2003,21:29:49.586854,1
2004,21:30:16.135527,1
2848,21:05:07.262278,2
2849,21:06:08.486768,2
2850,21:07:07.310297,2
2851,21:08:09.810297,2
2852,21:09:10.416358,2
2853,21:10:13.574253,2
2854,21:11:14.180314,2
2855,21:12:16.680314,2
2856,21:13:19.180314,2
2857,21:14:22.338209,2
2858,21:15:25.496104,2
2859,21:16:24.902045,2
2860,21:17:23.154472,2
2861,21:18:25.010142,2
2862,21:19:22.702450,2
2863,21:20:25.202450,2
2864,21:21:22.894758,2
2865,21:22:24.750428,2
2866,21:23:25.356489,2
2867,21:24:27.212159,2
2868,21:25:26.618100,2
2869,21:26:29.775995,2
2870,21:27:28.028422,2
2871,21:28:25.720730,2
2872,21:29:22.863587,2
2873,21:30:20.555895,2
3554,21:10:05.486174,3
3555,21:11:22.409251,3
3556,21:12:41.356619,3
3557,21:13:53.645776,3
3558,21:15:05.934933,3
3559,21:16:23.857011,3
3560,21:17:35.285582,3
3561,21:18:50.285582,3
3562,21:20:03.456314,3
3563,21:21:21.378392,3
3564,21:22:38.301469,3
3565,21:23:52.375543,3
3566,21:25:11.322911,3
3567,21:26:31.322911,3
3568,21:27:51.322911,3
3569,21:29:02.751482,3
3570,21:30:19.674559,3
4597,21:13:22.120562,4
4598,21:14:13.844700,4
4599,21:15:03.431477,4
4600,21:15:53.851645,4
4601,21:16:42.238742,4
4602,21:17:33.520793,4
4603,21:18:23.520793,4
4604,21:19:13.107570,4
4605,21:20:03.527738,4
4606,21:20:53.114515,4
4607,21:21:41.501612,4
4608,21:22:31.921780,4
4609,21:23:20.702268,4
4610,21:24:10.702268,4
4611,21:24:59.882596,4
4612,21:25:49.062924,4
4613,21:26:39.910382,4
4614,21:27:31.634520,4
4615,21:28:22.054688,4
4616,21:29:12.054688,4
4617,21:30:03.336739,4
6159,21:16:34.157206,5
6160,21:17:07.865071,5
6161,21:17:40.651956,5
6162,21:18:13.260652,5
6163,21:18:46.409823,5
6164,21:19:20.308128,5
6165,21:19:54.399037,5
6166,21:20:27.185922,5
6167,21:21:00.893787,5
6168,21:21:34.984696,5
6169,21:22:08.318029,5
6170,21:22:41.104914,5
6171,21:23:14.438247,5
6172,21:23:48.529156,5
6173,21:24:21.316041,5
6174,21:24:54.649374,5
6175,21:25:28.357239,5
6176,21:26:02.448148,5
6177,21:26:36.733862,5
6178,21:27:09.520747,5
6179,21:27:42.487780,5
6180,21:28:15.636951,5
6181,21:28:48.603984,5
6182,21:29:21.036416,5
6183,21:29:54.185587,5
6184,21:30:26.972472,5
6872,21:21:39.145124,6
6873,21:22:51.434281,6
6874,21:24:10.381649,6
6875,21:25:26.331016,6
6876,21:26:41.331016,6
6877,21:27:53.620173,6
6878,21:29:07.694247,6
6879,21:30:21.768321,6
7396,21:26:49.379347,7
7397,21:28:32.827623,7
7398,21:30:09.601817,7
7834,21:30:49.560383,8
7875,21:55:50,9
