id,arr_time,board_from
2864,21:20:24.773152,2
2865,21:21:25.379213,2
2866,21:22:27.234883,2
2867,21:23:28.459373,2
2868,21:24:30.315043,2
2869,21:25:29.720984,2
2870,21:26:32.878879,2
2871,21:27:33.484940,2
2872,21:28:35.340610,2
2873,21:29:33.593037,2
2874,21:30:32.998978,2
3560,21:24:27.890014,3
3561,21:25:47.890014,3
3562,21:27:03.839381,3
3563,21:28:18.839381,3
3564,21:29:33.839381,3
3565,21:30:46.128538,3
4602,21:27:56.424301,4
4603,21:28:46.424301,4
4604,21:29:34.811398,4
4605,21:30:26.535536,4
