id,arr_time,board_from
1930,20:59:39.691776,1
1931,21:00:05.892649,1
1932,21:00:31.643722,1
1933,21:00:57.394795,1
1934,21:01:24.061462,1
1935,21:01:49.812535,1
1936,21:02:16.361208,1
1937,21:02:42.223277,1
1938,21:03:07.864303,1
1939,21:03:33.726372,1
1940,21:03:59.813329,1
1941,21:04:25.564402,1
1942,21:04:51.996120,1
1943,21:05:17.858189,1
1944,21:05:43.945146,1
1945,21:06:09.919172,1
1946,21:06:36.234961,1
1947,21:07:02.783634,1
1948,21:07:28.424660,1
1949,21:07:54.625533,1
1950,21:08:21.057251,1
1951,21:08:46.698277,1
1952,21:09:13.014066,1
1953,21:09:39.214939,1
1954,21:10:05.077008,1
1955,21:10:31.163965,1
1956,21:10:57.479754,1
1957,21:11:23.795543,1
1958,21:11:49.436569,1
1959,21:12:15.985242,1
1960,21:12:41.626268,1
1961,21:13:07.713225,1
1962,21:13:33.687251,1
1963,21:13:59.438324,1
1964,21:14:25.639197,1
1965,21:14:51.954986,1
1966,21:15:18.041943,1
1967,21:15:44.015969,1
1968,21:16:10.564642,1
1969,21:16:37.231309,1
1970,21:17:03.897976,1
1971,21:17:29.429891,1
1972,21:17:55.630764,1
1973,21:18:21.492833,1
1974,21:18:47.466859,1
1975,21:19:13.553816,1
1976,21:19:40.102489,1
1977,21:20:06.651162,1
1978,21:20:33.199835,1
1979,21:20:59.286792,1
1980,21:21:25.260818,1
1981,21:21:51.576607,1
1982,21:22:17.892396,1
1983,21:22:43.866422,1
1984,21:23:09.840448,1
1985,21:23:35.927405,1
1986,21:24:01.789474,1
1987,21:24:27.763500,1
1988,21:24:53.514573,1
1989,21:25:19.715446,1
1990,21:25:45.802403,1
1991,21:26:12.234121,1
1992,21:26:38.321078,1
1993,21:27:04.072151,1
1994,21:27:30.620824,1
1995,21:27:56.482893,1
1996,21:28:23.031566,1
1997,21:28:49.005592,1
1998,21:29:15.092549,1
1999,21:29:41.759216,1
2000,21:30:07.621285,1
2840,21:03:21.905342,2
2841,21:04:20.728871,2
2842,21:05:20.728871,2
2843,21:06:21.953361,2
2844,21:07:21.953361,2
2845,21:08:20.205788,2
2846,21:09:23.363683,2
2847,21:10:23.969744,2
2848,21:11:27.127639,2
2849,21:12:27.127639,2
2850,21:13:28.352129,2
2851,21:14:27.758070,2
2852,21:15:28.982560,2
2853,21:16:29.588621,2
2854,21:17:28.412150,2
2855,21:18:26.664577,2
2856,21:19:28.520247,2
2857,21:20:31.678142,2
2858,21:21:31.084083,2
2859,21:22:33.584083,2
2860,21:23:32.407612,2
2861,21:24:33.013673,2
2862,21:25:32.419614,2
2863,21:26:34.275284,2
2864,21:27:34.275284,2
2865,21:28:34.881345,2
2866,21:29:32.573653,2
2867,21:30:33.179714,2
3547,21:07:08.199777,3
3548,21:08:21.370509,3
3549,21:09:39.292587,3
3550,21:10:51.581744,3
3551,21:12:06.581744,3
3552,21:13:26.581744,3
3553,21:14:38.870901,3
3554,21:15:54.820268,3
3555,21:17:11.743345,3
3556,21:18:29.665423,3
3557,21:19:45.614790,3
3558,21:21:01.564157,3
3559,21:22:14.734889,3
3560,21:23:27.024046,3
3561,21:24:43.947123,3
3562,21:25:56.236280,3
3563,21:27:08.525437,3
3564,21:28:20.814594,3
3565,21:29:39.761962,3
3566,21:30:52.051119,3
4586,21:11:09.026021,4
4587,21:12:00.750159,4
4588,21:12:52.032210,4
4589,21:13:43.314261,4
4590,21:14:33.734429,4
4591,21:15:24.581887,4
4592,21:16:16.755800,4
4593,21:17:05.142897,4
4594,21:17:54.323225,4
4595,21:18:46.497138,4
4596,21:19:36.497138,4
4597,21:20:26.497138,4
4598,21:21:16.917306,4
4599,21:22:09.091219,4
4600,21:23:00.815357,4
4601,21:23:48.815357,4
4602,21:24:36.815357,4
4603,21:25:28.539495,4
4604,21:26:16.926592,4
4605,21:27:05.707080,4
4606,21:27:55.293857,4
4607,21:28:47.017995,4
4608,21:29:35.405092,4
4609,21:30:23.792189,4
6144,21:14:37.382722,5
6145,21:15:11.668436,5
6146,21:15:45.376301,5
6147,21:16:19.084166,5
6148,21:16:52.417499,5
6149,21:17:26.703213,5
6150,21:18:00.036546,5
6151,21:18:33.934851,5
6152,21:19:07.642716,5
6153,21:19:40.791887,5
6154,21:20:14.125220,5
6155,21:20:46.733916,5
6156,21:21:19.166348,5
6157,21:21:52.315519,5
6158,21:22:25.835072,5
6159,21:22:59.354625,5
6160,21:23:33.062490,5
6161,21:24:07.153399,5
6162,21:24:39.940284,5
6163,21:25:12.727169,5
6164,21:25:46.625474,5
6165,21:26:20.333339,5
6166,21:26:53.852892,5
6167,21:27:26.819925,5
6168,21:28:00.910834,5
6169,21:28:34.244167,5
6170,21:29:07.763720,5
6171,21:29:40.912891,5
6172,21:30:13.521587,5
6855,21:21:16.419349,6
6856,21:22:31.419349,6
6857,21:23:51.419349,6
6858,21:25:09.341427,6
6859,21:26:23.415501,6
6860,21:27:41.337579,6
6861,21:28:54.508311,6
6862,21:30:05.096546,6
7377,21:24:01.946117,7
7378,21:25:35.696117,7
7379,21:27:19.144393,7
7380,21:29:02.592669,7
7381,21:30:46.040945,7
7818,21:27:40.166330,8
7819,21:29:35.550945,8
7820,21:31:48.884278,8
7852,22:07:01.428573,9
