id,arr_time,board_from
2857,21:18:48.586422,2
2858,21:19:51.086422,2
2859,21:20:51.086422,2
2860,21:21:51.692483,2
2861,21:22:49.384791,2
2862,21:23:47.077099,2
2863,21:24:46.483040,2
2864,21:25:47.089101,2
2865,21:26:47.695162,2
2866,21:27:50.853057,2
2867,21:28:53.353057,2
2868,21:29:50.495914,2
2869,21:30:49.319443,2
3559,21:21:29.362903,3
3560,21:22:44.362903,3
3561,21:23:58.436977,3
3562,21:25:13.436977,3
3563,21:26:24.865548,3
3564,21:27:37.154705,3
3565,21:28:47.742940,3
3566,21:30:01.817014,3
4605,21:24:27.075745,4
4606,21:25:18.799883,4
4607,21:26:07.186980,4
4608,21:26:57.607148,4
4609,21:27:48.027316,4
4610,21:28:39.751454,4
4611,21:29:30.598912,4
4612,21:30:19.779240,4
6172,21:27:36.045757,5
6173,21:28:09.379090,5
6174,21:28:43.086955,5
6175,21:29:15.873840,5
6176,21:29:49.581705,5
6177,21:30:22.014137,5
7866,21:46:11.428572,9
