id,waiting_time,ride_time,avg_waiting
13678,0.8764045,3.08333333333333,23.7672658956041
4778,0.32377995,3.25,
14489,3.38841808333333,3.3,
14490,1.82591808333333,3.3,
14491,0.0402038,3.3,
6397,0.248812916666667,3.38333333333333,
10661,1.07692308333333,6.5,
11162,0.667149883333333,3.41666666666667,
2075,0.00562085,6.58333333333333,
2978,1.16298176666667,3.33333333333333,
2979,0.897158983333333,3.08333333333333,
8142,3.97700923333333,4.08333333333333,
8146,1.9790272,4.08333333333333,
8148,0.981365866666667,4.08333333333333,
15026,2.5009804,3.23333333333333,
4777,0.8732305,10.1,
7113,7.07083333333333,3.46666666666667,
7116,2.30892858333333,3.46666666666667,
2976,3.63550923333333,7.35,
3693,8.75,4.01666666666667,
3696,6.29742996666667,4.01666666666667,
3697,5.49097835,4.01666666666667,
3703,0.611722716666667,4.01666666666667,
11160,2.88040495,8.01666666666667,
11970,8.450124,4.6,
11971,7.9182091,4.6,
11975,5.7958198,4.6,
11978,4.21928075,4.6,
11979,3.69018021666667,4.6,
11984,1.0716475,4.6,
11985,0.548087283333333,4.6,
22,0.396080033333333,4.66666666666667,
8139,5.48228478333333,7.9,
8141,4.48205973333333,7.9,
8144,2.98159013333333,7.9,
4779,0.771293766666667,12.1666666666667,
4780,0.224845683333333,12.1666666666667,
6394,4,10.5,
6395,2.7654321,10.5,
7114,5.48353175,7.11666666666667,
7115,3.89623016666667,7.11666666666667,
7117,0.77046705,7.11666666666667,
7657,10.1769230833333,3.65,
7660,4.47749446666667,3.65,
7661,2.30358141666667,3.65,
3694,7.92355371666667,7.26666666666667,
3695,7.1171021,7.26666666666667,
26,0.345929433333333,6.33333333333333,
3704,0.49965375,7.71666666666667,
4782,9.57688245,4.58333333333333,
4783,9.0119107,4.58333333333333,
4788,6.2578804,4.58333333333333,
4792,4.08083488333333,4.58333333333333,
4795,2.40706803333333,4.58333333333333,
4798,0.746405183333333,4.58333333333333,
8105,4.05555555,3.18333333333333,
11969,8.97643978333333,8.91666666666667,
11973,6.86546086666667,8.91666666666667,
11974,6.32492033333333,8.91666666666667,
13679,11.8269792166667,4.31666666666667,
13683,7.47812528333333,4.31666666666667,
13684,6.36701416666667,4.31666666666667,
13689,0.7994915,4.31666666666667,
9,6.06588768333333,8.55,
20,1.25816501666667,8.55,
8145,2.47653963333333,11.6333333333333,
9938,9.78463203333333,7.55,
10663,9.19795695,3.73333333333333,
