id,arr_time,board_from
2852,21:13:49.395515,2
2853,21:14:47.087823,2
2854,21:15:48.312313,2
2855,21:16:48.312313,2
2856,21:17:49.536803,2
2857,21:18:47.789230,2
2858,21:19:47.789230,2
2859,21:20:47.195171,2
2860,21:21:47.195171,2
2861,21:22:48.419661,2
2862,21:23:50.275331,2
2863,21:24:51.499821,2
2864,21:25:50.323350,2
2865,21:26:48.575777,2
2866,21:27:49.181838,2
2867,21:28:47.434265,2
2868,21:29:49.289935,2
2869,21:30:46.982243,2
3552,21:16:57.557002,3
3553,21:18:11.631076,3
3554,21:19:30.578444,3
3555,21:20:41.166679,3
3556,21:21:58.089756,3
3557,21:23:09.518327,3
3558,21:24:22.689059,3
3559,21:25:39.612136,3
3560,21:26:54.612136,3
3561,21:28:11.535213,3
3562,21:29:29.457291,3
3563,21:30:43.531365,3
4593,21:19:50.804267,4
4594,21:20:41.224435,4
4595,21:21:31.224435,4
4596,21:22:22.071893,4
4597,21:23:12.492061,4
4598,21:24:01.272549,4
4599,21:24:51.692717,4
4600,21:25:43.416855,4
4601,21:26:32.197343,4
4602,21:27:23.044801,4
4603,21:28:13.044801,4
4604,21:29:05.218714,4
4605,21:29:55.638882,4
4606,21:30:44.419370,4
6156,21:22:48.697944,5
6157,21:23:21.484829,5
6158,21:23:55.770543,5
6159,21:24:29.861452,5
6160,21:25:03.759757,5
6161,21:25:37.467622,5
6162,21:26:10.800955,5
6163,21:26:44.699260,5
6164,21:27:17.848431,5
6165,21:27:51.181764,5
6166,21:28:24.889629,5
6167,21:28:58.980538,5
6168,21:29:31.767423,5
6169,21:30:05.858332,5
6866,21:26:58.065692,6
6867,21:28:13.065692,6
6868,21:29:29.988769,6
6869,21:30:41.417340,6
7385,21:29:57.761333,7
7386,21:31:34.535527,7
7860,21:41:01.904762,9
14720,22:15:47.619048,18
