id,arr_time,board_from
2867,21:19:38.037532,2
2868,21:20:39.262022,2
2869,21:21:38.085551,2
2870,21:22:38.085551,2
2871,21:23:35.777859,2
2872,21:24:35.183800,2
2873,21:25:37.683800,2
2874,21:26:36.507329,2
2875,21:27:35.913270,2
2876,21:28:33.605578,2
2877,21:29:34.830068,2
2878,21:30:34.830068,2
3570,21:22:26.342745,3
3571,21:23:42.292112,3
3572,21:24:56.366186,3
3573,21:26:13.289263,3
3574,21:27:30.212340,3
3575,21:28:42.501497,3
3576,21:29:53.930068,3
3577,21:31:09.879435,3
4616,21:24:59.259638,4
4617,21:25:47.259638,4
4618,21:26:35.646735,4
4619,21:27:24.827063,4
4620,21:28:15.247231,4
4621,21:29:04.027719,4
4622,21:29:54.027719,4
4623,21:30:44.447887,4
6188,21:28:19.423779,5
6189,21:28:52.390812,5
6190,21:29:26.481721,5
6191,21:30:00.572630,5
