id,arr_time,board_from
1958,21:12:27.197455,1
1959,21:12:53.513244,1
1960,21:13:19.487270,1
1961,21:13:45.128296,1
1962,21:14:10.660211,1
1963,21:14:36.411284,1
1964,21:15:02.052310,1
1965,21:15:28.253183,1
1966,21:15:54.801856,1
1967,21:16:20.552929,1
1968,21:16:46.414998,1
1969,21:17:11.946913,1
1970,21:17:38.495586,1
1971,21:18:05.044259,1
1972,21:18:31.475977,1
1973,21:18:57.676850,1
1974,21:19:23.650876,1
1975,21:19:49.966665,1
1976,21:20:15.717738,1
1977,21:20:41.358764,1
1978,21:21:07.109837,1
1979,21:21:33.196794,1
1980,21:21:58.728709,1
1981,21:22:25.044498,1
1982,21:22:51.245371,1
1983,21:23:17.332328,1
1984,21:23:43.419285,1
1985,21:24:09.170358,1
1986,21:24:34.921431,1
1987,21:25:00.895457,1
1988,21:25:26.646530,1
1989,21:25:52.397603,1
1990,21:26:19.064270,1
1991,21:26:45.151227,1
1992,21:27:10.683142,1
1993,21:27:36.657168,1
1994,21:28:02.519237,1
1995,21:28:28.493263,1
1996,21:28:54.694136,1
1997,21:29:20.668162,1
1998,21:29:46.983951,1
1999,21:30:13.415669,1
2858,21:17:23.288244,2
2859,21:18:23.894305,2
2860,21:19:26.394305,2
2861,21:20:25.800246,2
2862,21:21:28.300246,2
2863,21:22:26.552673,2
2864,21:23:26.552673,2
2865,21:24:25.376202,2
2866,21:25:23.628629,2
2867,21:26:21.881056,2
2868,21:27:19.023913,2
2869,21:28:19.023913,2
2870,21:29:17.847442,2
2871,21:30:17.253383,2
3556,21:21:13.229557,3
3557,21:22:31.151635,3
3558,21:23:42.580206,3
3559,21:24:53.168441,3
3560,21:26:11.090519,3
3561,21:27:30.037887,3
3562,21:28:47.959965,3
3563,21:30:04.883042,3
4597,21:24:00.140635,4
4598,21:24:51.422686,4
4599,21:25:42.704737,4
4600,21:26:31.885065,4
4601,21:27:21.885065,4
4602,21:28:11.471842,4
4603,21:29:02.319300,4
4604,21:29:52.739468,4
4605,21:30:40.739468,4
6163,21:27:42.759420,5
6164,21:28:15.726453,5
6165,21:28:49.817362,5
6166,21:29:22.784395,5
6167,21:29:55.933566,5
6168,21:30:30.024475,5
7843,22:05:07.142858,9
