id,arr_time,board_from
1961,21:14:00.012952,1
1962,21:14:26.679619,1
1963,21:14:52.211534,1
1964,21:15:18.878201,1
1965,21:15:44.629274,1
1966,21:16:11.177947,1
1967,21:16:37.151973,1
1968,21:17:02.903046,1
1969,21:17:28.654119,1
1970,21:17:55.085837,1
1971,21:18:20.726863,1
1972,21:18:47.393530,1
1973,21:19:13.825248,1
1974,21:19:39.799274,1
1975,21:20:06.115063,1
1976,21:20:31.866136,1
1977,21:20:58.297854,1
1978,21:21:24.846527,1
1979,21:21:51.395200,1
1980,21:22:17.036226,1
1981,21:22:42.898295,1
1982,21:23:08.430210,1
1983,21:23:34.517167,1
1984,21:24:00.268240,1
1985,21:24:26.242266,1
1986,21:24:52.104335,1
1987,21:25:18.653008,1
1988,21:25:44.294034,1
1989,21:26:10.494907,1
1990,21:26:36.356976,1
1991,21:27:01.998002,1
1992,21:27:27.972028,1
1993,21:27:53.613054,1
1994,21:28:20.044772,1
1995,21:28:45.906841,1
1996,21:29:11.657914,1
1997,21:29:37.631940,1
1998,21:30:03.718897,1
2863,21:22:35.436535,2
2864,21:23:36.042596,2
2865,21:24:33.185453,2
2866,21:25:31.437880,2
2867,21:26:31.437880,2
2868,21:27:32.662370,2
2869,21:28:31.485899,2
2870,21:29:33.341569,2
2871,21:30:31.033877,2
3560,21:26:27.567130,3
3561,21:27:42.567130,3
3562,21:28:58.516497,3
3563,21:30:14.465864,3
4605,21:29:59.636814,4
4606,21:30:49.223591,4
6170,21:30:25.759405,5
