id,arr_time,board_from
2851,21:15:37.674632,2
2852,21:16:38.280693,2
2853,21:17:36.533120,2
2854,21:18:39.691015,2
2855,21:19:42.191015,2
2856,21:20:43.415505,2
2857,21:21:41.107813,2
2858,21:22:42.963483,2
2859,21:23:42.369424,2
2860,21:24:44.225094,2
2861,21:25:42.477521,2
2862,21:26:42.477521,2
2863,21:27:44.977521,2
2864,21:28:46.833191,2
2865,21:29:49.333191,2
2866,21:30:51.188861,2
3551,21:19:54.444039,3
3552,21:21:05.032274,3
3553,21:22:21.955351,3
3554,21:23:41.955351,3
3555,21:24:55.126083,3
3556,21:26:15.126083,3
3557,21:27:35.126083,3
3558,21:28:46.554654,3
3559,21:29:58.843811,3
3560,21:31:18.843811,3
4592,21:22:02.500928,4
4593,21:22:52.500928,4
4594,21:23:42.087705,4
4595,21:24:30.087705,4
4596,21:25:18.868193,4
4597,21:26:08.868193,4
4598,21:26:58.868193,4
4599,21:27:49.288361,4
4600,21:28:39.288361,4
4601,21:29:31.462274,4
4602,21:30:21.049051,4
6164,21:25:54.334906,5
6165,21:26:28.233211,5
6166,21:27:01.382382,5
6167,21:27:34.715715,5
6168,21:28:08.423580,5
6169,21:28:40.856012,5
6170,21:29:14.563877,5
6171,21:29:47.897210,5
6172,21:30:21.795515,5
