id,arr_time,board_from
2856,21:16:33.026348,2
2857,21:17:35.526348,2
2858,21:18:32.669205,2
2859,21:19:33.893695,2
2860,21:20:32.146122,2
2861,21:21:34.646122,2
2862,21:22:37.146122,2
2863,21:23:38.370612,2
2864,21:24:38.976673,2
2865,21:25:36.119530,2
2866,21:26:38.619530,2
2867,21:27:35.762387,2
2868,21:28:38.262387,2
2869,21:29:39.486877,2
2870,21:30:42.644772,2
3553,21:19:35.733728,3
3554,21:20:54.681096,3
3555,21:22:13.628464,3
3556,21:23:25.057035,3
3557,21:24:38.227767,3
3558,21:25:52.301841,3
3559,21:27:02.890076,3
3560,21:28:17.890076,3
3561,21:29:28.478311,3
3562,21:30:40.767468,3
4592,21:22:30.468032,4
4593,21:23:18.855129,4
4594,21:24:10.137180,4
4595,21:25:01.419231,4
4596,21:25:50.199719,4
4597,21:26:40.199719,4
4598,21:27:30.619887,4
4599,21:28:21.040055,4
4600,21:29:10.220383,4
4601,21:30:00.220383,4
6154,21:25:34.143660,5
6155,21:26:08.234569,5
6156,21:26:41.942434,5
6157,21:27:14.551130,5
6158,21:27:47.884463,5
6159,21:28:21.592328,5
6160,21:28:54.379213,5
6161,21:29:26.987909,5
6162,21:29:59.420341,5
6163,21:30:31.852773,5
