id,waiting_time,ride_time
4609,1.6048689166666668,3.25
4611,0.49289981666666666,3.25
4612,0.9279280666666666,3.1666666666666665
4613,0.3564995,3.1666666666666665
13212,1.09139785,6.333333333333333
6178,4.211847383333334,3.433333333333333
2878,2.5700913,3.4166666666666665
1,0.7337662333333334,9.25
7866,4.183731783333333,4.166666666666667
7867,3.676117566666667,4.166666666666667
13999,3.495614033333333,6.466666666666667
14000,1.9571525,6.466666666666667
14001,0.20276653333333333,6.466666666666667
14523,2.25,3.216666666666667
14692,0.5222222166666667,0.08333333333333333
6179,2.977279483333333,6.9
6181,0.49040891666666664,6.9
6182,0.2022563,6.183333333333334
9,6.071320216666667,3.1666666666666665
2879,1.3042685166666668,7.383333333333334
3575,3.8988245333333333,3.966666666666667
10299,1.2435897500000002,11.0
10777,4.000252783333333,7.916666666666667
11567,6.504903133333333,4.5
11569,5.463123433333333,4.5
11573,3.3822895500000003,4.5
11575,2.3403685,4.5
9602,5.093765166666667,3.85
9603,3.9172945833333332,3.85
23,1.7074131166666668,3.5833333333333335
7401,0.034061,3.1333333333333333
6876,7.311538466666667,6.983333333333333
6878,4.0592909666666666,6.983333333333333
6880,0.8574467,6.983333333333333
7398,6.03373895,3.5166666666666666
7399,4.1818871,3.5166666666666666
7400,2.00797405,3.5166666666666666
2005,2.1462585,13.733333333333333
3570,8.144095983333333,7.066666666666666
4,8.253225383333334,6.966666666666667
19,1.7076604499999999,6.966666666666667
3580,0.29280476666666666,7.716666666666667
4616,9.091182533333333,4.583333333333333
4626,3.5363636666666665,4.583333333333333
4629,1.8875773,4.583333333333333
10776,5.0872093,12.133333333333333
11562,9.137566133333333,8.716666666666667
11565,7.5830780833333336,8.716666666666667
13219,5.4293950833333335,4.216666666666667
7871,1.6930661,11.7
7873,0.7029428333333333,11.7
9601,6.392466466666666,7.533333333333333
10302,7.4420746,3.683333333333333
4610,1.0643283833333335,16.966666666666665
6180,1.6952281999999999,13.716666666666667
6877,5.672194200000001,10.283333333333333
6879,2.4199466999999997,10.283333333333333
7396,10.09444445,6.816666666666666
7397,8.207652,6.816666666666666
2877,3.8687926,14.25
3569,9.0136612,10.833333333333334
3572,6.463305016666666,10.833333333333334
3573,5.5937398,10.833333333333334
3579,0.57903665,10.833333333333334
6183,9.470221666666667,3.7666666666666666
6184,8.265402383333333,3.7666666666666666
6188,3.1834318833333333,3.7666666666666666
8,6.508001433333333,10.733333333333333
17,2.5734613166666667,10.733333333333333
2011,6.1555653,7.566666666666666
2014,3.1630990000000003,7.566666666666666
4615,9.640633083333334,7.866666666666666
4618,7.964341500000001,7.866666666666666
4619,7.39936975,7.866666666666666
4621,6.281737383333334,7.866666666666666
4623,5.16683055,7.866666666666666
4627,2.9958231333333334,7.866666666666666
