id,waiting_time,ride_time
6385,2.8687101333333334,3.3333333333333335
4763,0.22505321666666667,6.25
11123,4.90686275,3.4166666666666665
2070,0.04836251666666667,6.583333333333333
2966,3.7484365166666667,3.3333333333333335
2968,1.20056245,3.3333333333333335
8126,1.4915332666666667,4.083333333333333
13638,0.8888888833333334,9.333333333333334
14448,3.3289473666666667,6.25
14449,1.6896031,6.25
14990,3.4880952333333335,3.0833333333333335
4759,1.4535519166666666,9.966666666666667
4760,0.8948927,9.966666666666667
6384,4.045180716666667,6.716666666666667
6387,0.3818395666666667,6.716666666666667
7108,1.79699095,3.3833333333333333
2,0.11504423333333333,12.416666666666666
2069,1.0483625166666666,10.65
11936,7.4138554333333335,4.55
11942,4.277372783333333,4.55
11947,1.63960905,4.55
11949,0.5922302333333334,4.55
3,8.6821438,4.75
5,7.816342933333333,4.75
6,7.387158383333333,4.75
9,6.078879633333333,4.75
8121,4.012117583333334,7.8
8123,3.0044010666666665,7.8
9913,7.343212383333333,3.716666666666667
6388,0.01645495,9.3
7645,0.10877398333333334,3.0833333333333335
4761,0.34240651666666666,13.633333333333333
6386,1.5866588499999998,10.383333333333333
7106,5.134032116666666,7.05
7641,7.616784883333334,3.6666666666666665
7642,5.693707966666667,3.6666666666666665
3682,8.713768116666667,7.116666666666666
4771,6.190309983333333,4.633333333333334
4775,3.9647422833333335,4.633333333333334
4782,0.0096154,4.633333333333334
11124,3.78326725,12.083333333333334
11126,1.6324809500000002,12.083333333333334
11941,4.812132133333334,8.666666666666666
11944,3.224478716666667,8.666666666666666
11946,2.157743766666667,8.666666666666666
13639,11.851932366666666,4.116666666666666
13643,7.350721166666667,4.116666666666666
9916,3.538245433333333,7.45
9917,2.3036775333333335,7.45
4762,0.7806087666666667,15.65
7109,0.6454758,9.4
8086,4.35555555,3.183333333333333
7105,6.828947366666667,10.3
7107,3.521128883333333,10.3
7640,9.8390071,6.916666666666667
7643,3.652891633333333,6.916666666666667
7644,1.6528916333333332,6.916666666666667
2965,4.967948716666667,14.166666666666666
2071,0.20492816666666666,17.116666666666667
4769,7.317151016666667,7.866666666666666
4770,6.7489692,7.866666666666666
4773,5.079164583333333,7.866666666666666
4778,2.2728567500000003,7.866666666666666
23,0.03620435,11.866666666666667
11127,0.46969025000000003,16.1
11935,7.93741565,12.683333333333334
11937,6.8847549,12.683333333333334
11938,6.369290983333333,12.683333333333334
11945,2.6868442999999997,12.683333333333334
11948,1.1241451333333332,12.683333333333334
11950,0.06867001666666667,12.683333333333334
13641,9.552778033333334,8.133333333333333
13649,0.6140223833333334,8.133333333333333
14451,11.347877883333332,4.016666666666667
14452,9.7605763,4.016666666666667
14455,4.8116928,4.016666666666667
14457,1.5294759666666666,4.016666666666667
8116,6.497487433333333,15.55
8128,0.4685086666666667,15.55
9914,6.027422916666667,11.466666666666667
10631,9.189069616666666,7.75
2967,2.4826137333333334,17.216666666666665
3683,7.866310483333334,13.883333333333333
3685,6.170298983333334,13.883333333333333
6389,9.233998816666666,6.766666666666667
6390,8.029179533333332,6.766666666666667
8137,7.587439416666667,5.15
8139,6.577312633333333,5.15
8141,5.579800199999999,5.15
8145,3.5718586333333335,5.15
28,7.878874266666667,4.666666666666667
31,6.572594733333333,4.666666666666667
19,1.7642202333333332,15.0
22,0.47480083333333334,15.0
2078,3.8311133833333333,10.25
1,0.5575221166666666,24.116666666666667
4767,8.416085283333334,11.7
4768,7.8635991,11.7
4772,5.631650766666667,11.7
4776,3.4060830666666666,11.7
7113,5.50234525,3.8333333333333335
7115,2.1541309666666666,3.8333333333333335
24,1.1440057666666665,14.083333333333334
25,0.7034771333333333,14.083333333333334
26,0.27429258333333334,14.083333333333334
2972,7.743154816666666,7.833333333333333
2973,6.508586916666667,7.833333333333333
3694,10.725946850000001,4.083333333333333
3696,9.119495233333334,4.083333333333333
3697,8.313043616666667,4.083333333333333
