id,waiting_time,ride_time
13666,0.9247311833333334,3.0833333333333335
4767,1.43502825,3.25
4768,0.8825420666666666,3.25
4769,0.33005588333333336,3.25
1,0.5614035166666667,6.25
2070,0.24376124999999998,3.0833333333333335
4771,0.22160586666666668,6.166666666666667
11148,0.4324214333333333,3.4166666666666665
2069,0.05748673333333333,6.666666666666667
2966,2.6201366333333334,3.4166666666666665
2968,0.10351745,3.4166666666666665
8124,5.5048262333333335,4.083333333333333
8126,4.494493283333333,4.083333333333333
14473,3.4166666666666665,6.383333333333334
14474,1.6309523833333333,6.383333333333334
14475,0.0436508,6.383333333333334
15012,2.1333333333333333,3.2333333333333334
6386,0.36244448333333334,6.9
7105,6.9789473666666675,3.4166666666666665
7108,2.1062263166666666,3.4166666666666665
4770,0.7650841333333334,9.216666666666667
3690,7.964508183333334,4.066666666666666
11145,3.7574374666666666,7.883333333333334
11146,2.68216865,7.883333333333334
11957,6.302612416666666,4.466666666666667
11959,5.268958566666667,4.466666666666667
3,8.704868533333332,4.75
8123,6.002338666666666,7.85
8125,4.992005716666667,7.85
8129,3.00178245,7.85
25,0.7796742166666667,3.3
6384,2.74373435,10.466666666666667
6385,1.5389150666666667,10.466666666666667
7106,5.284032116666666,6.983333333333333
7107,3.7455705833333335,6.983333333333333
7640,9.97608695,3.566666666666667
7642,5.718840566666667,3.566666666666667
7643,3.79576365,3.566666666666667
7644,1.7549473166666667,3.566666666666667
2067,2.0291262166666666,13.783333333333333
2967,1.3855687333333333,10.533333333333333
3692,6.297378416666667,7.116666666666666
3694,4.587976716666666,7.116666666666666
4772,10.09938365,4.583333333333333
4780,5.684693800000001,4.583333333333333
4781,5.126034583333333,4.583333333333333
4784,3.4493300000000002,4.583333333333333
11147,1.51937795,12.0
11954,7.906890466666667,8.583333333333334
11955,7.372131116666667,8.583333333333334
11964,2.6141032166666665,8.583333333333334
13668,10.579181866666666,4.116666666666666
13671,7.240164083333334,4.116666666666666
13672,6.1875325000000005,4.116666666666666
13674,3.988668183333333,4.116666666666666
10647,9.002423233333333,3.7333333333333334
4,8.270085916666666,8.633333333333333
2080,0.6976630166666666,3.8833333333333333
6383,3.9342105333333333,13.866666666666667
7109,0.38208838333333334,10.383333333333333
7641,7.8021739,6.966666666666667
3695,3.7815251,11.066666666666666
3698,1.2948475,11.066666666666666
6387,10.613726533333333,3.95
6388,9.379158633333333,3.95
6389,8.11333585,3.95
6392,4.3606425,3.95
4777,7.351767566666666,7.866666666666666
4782,4.5825563166666665,7.866666666666666
4789,0.6580035333333334,7.866666666666666
4790,0.08657496666666667,7.866666666666666
24,1.21257465,10.1
2976,1.9018427,3.75
8,6.547766083333333,11.816666666666666
13,4.360263766666667,11.816666666666666
18,2.2029497,11.816666666666666
19,1.7643532166666667,11.816666666666666
11953,8.430450683333333,12.566666666666666
11961,4.227037516666667,12.566666666666666
11962,3.6864969833333334,12.566666666666666
11963,3.151737633333333,12.566666666666666
11965,2.0821883166666666,12.566666666666666
11966,1.5586281,12.566666666666666
11967,1.0431641833333334,12.566666666666666
11968,0.5168484,12.566666666666666
13667,11.728607149999998,8.1
13670,8.402954783333334,8.1
13677,0.6877102166666667,8.1
